,Scoring,Start,Start_Frame,Stop,Stop_Frame,Subject,Behaviour,Value,Partner,Initiation,Termination,Modifiers
174,Tunnel_FB_2025_11_03_JH_JD_Mimi5_14-18-49,757.2166666666667,45433,787.2166666666667,47233.0,Mimi5,man_check_duration,man_check_duration,,,,
175,Tunnel_FB_2025_11_03_JH_JD_Mimi5_14-18-49,757.8833333333333,45473,761.0666666666667,45664.0,Mimi5,latency,latency,,,,
176,Tunnel_FB_2025_10_30_JD_JH_Buffy_12-56-20,904.9833333333333,54299,934.9833333333333,56099.0,Buffy,man_check_duration,man_check_duration,,,,
177,Tunnel_FB_2025_10_30_JD_JH_Buffy_12-56-20,905.6333333333333,54338,934.9833333333333,56099.0,Buffy,latency,latency,,,,
178,Tunnel_FB_2025_11_18_JD_JH_Franziska_11-00-40,791.8,47508,821.8,49308.0,Franziska,man_check_duration,man_check_duration,,,,
179,Tunnel_FB_2025_11_18_JD_JH_Franziska_11-00-40,792.2833333333333,47537,793.9,47634.0,Franziska,latency,latency,,,,
180,Tunnel_FB_2025_11_10_JH_JD_Yola_13-09-26,945.8833333333333,56753,975.8833333333333,58553.0,Yola,man_check_duration,man_check_duration,,,,
181,Tunnel_FB_2025_11_10_JH_JD_Yola_13-09-26,946.35,56781,975.8833333333333,58553.0,Yola,latency,latency,,,,
182,Tunnel_FB_2025_07_18_JH_JAS_Indy2_16-09-56,810.2833333333333,48617,840.2833333333333,50417.0,Indy2,man_check_duration,man_check_duration,,,,
183,Tunnel_FB_2025_07_18_JH_JAS_Indy2_16-09-56,810.65,48639,823.7833333333333,49427.0,Indy2,latency,latency,,,,
184,Tunnel_FB_2025_10_22_JD_JH_Mozart4_13-06-25,795.7,47742,825.7,49542.0,Mozart4,man_check_duration,man_check_duration,,,,
185,Tunnel_FB_2025_10_22_JD_JH_Mozart4_13-06-25,796.75,47805,802.4166666666666,48145.0,Mozart4,latency,latency,,,,
186,Tunnel_FB_2025_11_14_JD_JH_Griffin_13-44-22,869.0327906601512,52142,899.0327719264677,53942.0,Griffin,man_check_duration,man_check_duration,,,,
187,Tunnel_FB_2025_11_14_JD_JH_Griffin_13-44-22,869.9327900981408,52196,899.0327719264677,53942.0,Griffin,latency,latency,,,,
188,Tunnel_FB_2025_09_12_JD_JH_Maddox2 _13-23-59,977.6997480362451,58662,1007.6997403049239,60462.0,Maddox2,man_check_duration,man_check_duration,,,,
189,Tunnel_FB_2025_09_12_JD_JH_Maddox2 _13-23-59,980.1330807424823,58808,982.4164134873762,58945.0,Maddox2,latency,latency,,,,
190,Tunnel_FB_2025_10_15_JH_JD_Lotti6_18-13-57,1294.3166666666666,77659,1324.3166666666666,79459.0,Lotti6,man_check_duration,man_check_duration,,,,
191,Tunnel_FB_2025_10_15_JH_JD_Lotti6_18-13-57,1294.9833333333333,77699,1324.3166666666666,79459.0,Lotti6,latency,latency,,,,
192,Tunnel_FB_2025_10_23_JH_JD_Barney2_13-59-02,864.6992087914862,51882,894.6991813412081,53682.0,Barney2,man_check_duration,man_check_duration,,,,
193,Tunnel_FB_2025_10_23_JH_JD_Barney2_13-59-02,865.4492081052292,51927,870.8325365127627,52250.0,Barney2,latency,latency,,,,
194,Tunnel_FB_2025_10_29_JH_JD_Lottie2_12-56-37,986.0991813966886,59166,1016.0991564924199,60966.0,Lottie2,man_check_duration,man_check_duration,,,,
195,Tunnel_FB_2025_10_29_JH_JD_Lottie2_12-56-37,986.5658476759555,59194,991.3825103441035,59483.0,Lottie2,latency,latency,,,,
196,Tunnel_FB_2025_10_16_JH_JD_Lea3_10-46-33,757.9994813261521,45480,787.9994607981633,47280.0,Lea3,man_check_duration,man_check_duration,,,,
197,Tunnel_FB_2025_10_16_JH_JD_Lea3_10-46-33,759.2828137813436,45557,770.8494725333303,46251.0,Lea3,latency,latency,,,,
198,Tunnel_FB_2025_10_20_JH_JD_Anuk_14-44-59,880.8658924623,52852,910.8658660949371,54652.0,Anuk,man_check_duration,man_check_duration,,,,
199,Tunnel_FB_2025_10_20_JH_JD_Anuk_14-44-59,881.5158918910072,52891,910.8658660949371,54652.0,Anuk,latency,latency,,,,
200,Tunnel_FB_2025_10_16_JD_JH_Chilli6_14-10-35,645.95,38757,675.95,40557.0,Chili6,man_check_duration,man_check_duration,,,,
201,Tunnel_FB_2025_10_16_JD_JH_Chilli6_14-10-35,646.5666666666667,38794,662.7166666666667,39763.0,Chili6,latency,latency,,,,
202,Tunnel_FB_2025_11_14_JH_JD_Jaques_15-49-54,785.7666666666667,47146,815.7666666666667,48946.0,Jaques,man_check_duration,man_check_duration,,,,
203,Tunnel_FB_2025_11_14_JH_JD_Jaques_15-49-54,786.4166666666666,47185,794.3666666666667,47662.0,Jaques,latency,latency,,,,
204,Tunnel_FB_2025_10_29_JD_JH_Ludwig4_16-52-32,790.2994744534153,47418,820.299454503526,49218.0,Ludwig4,man_check_duration,man_check_duration,,,,
205,Tunnel_FB_2025_10_29_JD_JH_Ludwig4_16-52-32,790.8161407765006,47449,793.1828058693426,47591.0,Ludwig4,latency,latency,,,,
206,Tunnel_FB_2025_10_16_JH_JD_Happy6_12-51-14,982.1166666666667,58927,1012.1166666666667,60727.0,Happy7,man_check_duration,man_check_duration,,,,
207,Tunnel_FB_2025_10_16_JH_JD_Happy6_12-51-14,983.0,58980,1005.8666666666667,60352.0,Happy7,latency,latency,,,,
208,Tunnel_FB_2025_10_30_JD_JH_Nico8_12-04-05,883.4830756438225,53009,913.4830668935891,54809.0,Nico8,latency,latency,,,,
209,Tunnel_FB_2025_10_30_JD_JH_Nico8_12-04-05,883.4830756438225,53009,913.4830668935891,54809.0,Nico8,man_check_duration,man_check_duration,,,,
210,Tunnel_FB_2025_11_14_JH_JD_Winston5_14-55-21,803.1828204490964,48191,833.1828012921661,49991.0,Winston5,man_check_duration,man_check_duration,,,,
211,Tunnel_FB_2025_11_14_JH_JD_Winston5_14-55-21,804.2661530906516,48256,807.9661507279636,48478.0,Winston5,latency,latency,,,,
212,Tunnel_FB_2025_10_27_JD_JH_Wendy_15-31-44,765.5164203741125,45931,795.5164107220997,47731.0,Wendy,man_check_duration,man_check_duration,,,,
213,Tunnel_FB_2025_10_27_JD_JH_Wendy_15-31-44,766.3664201006388,45982,787.8830798446675,47273.0,Wendy,latency,latency,,,,
214,Tunnel_FB_2025_11_04_JD_JH_Dolce_11-33-07,778.0825214623476,46685,784.2325150452887,47054.0,Dolce,latency,latency,,,,
215,Tunnel_FB_2025_11_04_JD_JH_Dolce_11-33-07,778.2158546565577,46693,808.2158233538314,48493.0,Dolce,man_check_duration,man_check_duration,,,,
216,Tunnel_FB_2025_07_18_JAS_JH_Mia7_10-37-07,881.9663800204183,52918,911.9663702701774,54718.0,Mia7,man_check_duration,man_check_duration,,,,
217,Tunnel_FB_2025_07_18_JAS_JH_Mia7_10-37-07,882.5330465029137,52952,886.7163784766302,53203.0,Mia7,latency,latency,,,,
218,Tunnel_FB_2025_07_18_JH_JAS_Finn4_15-02-44,1026.7660819476077,61606,1056.7660648633255,63406.0,Finn4,man_check_duration,man_check_duration,,,,
219,Tunnel_FB_2025_07_18_JH_JAS_Finn4_15-02-44,1027.5160815205008,61651,1056.7660648633255,63406.0,Finn4,latency,latency,,,,
220,Tunnel_FB_2025_07_18_JAS_JH_Magic4_17-22-48,785.5,47130,815.5,48930.0,Magic4,man_check_duration,man_check_duration,,,,
221,Tunnel_FB_2025_07_18_JAS_JH_Magic4_17-22-48,786.5,47190,815.5,48930.0,Magic4,latency,latency,,,,
222,Tunnel_FB_2025_07_21_JAS_JH_Miri_09-57-53,721.1833333333333,43271,751.1833333333333,45071.0,Miri,man_check_duration,man_check_duration,,,,
223,Tunnel_FB_2025_07_21_JAS_JH_Miri_09-57-53,721.55,43293,722.9166666666666,43375.0,Miri,latency,latency,,,,
224,Tunnel_FB_2025_07_18_JAS_JH_Henri_11-10-42,781.2158492989954,46873,811.2158179107375,48673.0,Henri,man_check_duration,man_check_duration,,,,
225,Tunnel_FB_2025_07_18_JAS_JH_Henri_11-10-42,782.1491816558051,46929,811.2158179107375,48673.0,Henri,latency,latency,,,,
226,Tunnel_FB_2025_07_16_JAS_JH_Cody4_11-41-20,749.949716418359,44997,779.9497050743371,46797.0,Cody4,man_check_duration,man_check_duration,,,,
227,Tunnel_FB_2025_07_16_JAS_JH_Cody4_11-41-20,750.6330494933007,45038,763.0497114648027,45783.0,Cody4,latency,latency,,,,
228,Tunnel_FB_2025_07_21_JH_JAS_Toffee5_12-27-35,835.1161038920069,50107,865.1160836753827,51907.0,Toffee5,man_check_duration,man_check_duration,,,,
229,Tunnel_FB_2025_07_21_JH_JAS_Toffee5_12-27-35,835.6661035213688,50140,840.3494336986624,50421.0,Toffee5,latency,latency,,,,
230,Tunnel_FB_2025_07_17_JH_JAS_Pauli9_17-33-59,871.2161003799521,52273,901.2160808800938,54073.0,Pauli9,man_check_duration,man_check_duration,,,,
231,Tunnel_FB_2025_07_17_JH_JAS_Pauli9_17-33-59,872.349432976624,52341,901.2160808800938,54073.0,Pauli9,latency,latency,,,,
232,Tunnel_FB_2025_07_21_JH_JAS_Zorro_12-05-30,868.4166666666666,52105,898.4166666666666,53905.0,Zorro,man_check_duration,man_check_duration,,,,
233,Tunnel_FB_2025_07_21_JH_JAS_Zorro_12-05-30,868.6666666666666,52120,878.05,52683.0,Zorro,latency,latency,,,,
234,Tunnel_FB_2025_07_16_JH_JAS_Riva_12-03-25,929.1330341034816,55748,959.1330244419021,57548.0,Riva,man_check_duration,man_check_duration,,,,
235,Tunnel_FB_2025_07_16_JH_JAS_Riva_12-03-25,929.5163673133613,55771,931.1663667819745,55870.0,Riva,latency,latency,,,,
236,Tunnel_FB_2025_10_28_JH_JD_Maybe_15-02-32,866.1164155659544,51967,896.0330735593135,53762.0,Maybe,man_check_duration,man_check_duration,,,,
237,Tunnel_FB_2025_10_28_JH_JD_Maybe_15-02-32,866.6497487446661,51999,869.6497478749194,52179.0,Maybe,latency,latency,,,,
238,Tunnel_FB_2025_07_16_JH_JAS_Milo7_13-07-22,832.8666666666667,49972,862.8666666666667,51772.0,Milo7,man_check_duration,man_check_duration,,,,
239,Tunnel_FB_2025_07_16_JH_JAS_Milo7_13-07-22,833.4,50004,837.4166666666666,50245.0,Milo7,latency,latency,,,,
240,Tunnel_FB_2025_12_11_JD_JH_Sambesi_14-13-53,776.8494743864799,46611,806.849454088603,48411.0,Sambesi,latency,latency,,,,
241,Tunnel_FB_2025_12_11_JD_JH_Sambesi_14-13-53,776.8494743864799,46611,806.849454088603,48411.0,Sambesi,man_check_duration,man_check_duration,,,,
